"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 28 12:25:45 GMT 2023","Sun May 28 12:27:30 GMT 2023","105107","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessTest","Проверка отображения выбранного тарифа при заполнении заявки на открытие счета","Проверяем, что при подборе рекомендованного тарифа, его название совпадает с названием, которое отображается при заполнении заявки на открытие счета"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:30:44 GMT 2023","298769","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [2] 2","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"failed","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:36:44 GMT 2023","658048","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [1] 1","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:28:36 GMT 2023","169784","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"failed","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:37:43 GMT 2023","717778","","Тестовый набор сценариев для категории «Малый бизнес и ИП»","","testSuites.SmallBusinessTests","smallBusinessMobileTest","Проверка отображения сообщения об ошибке при заполнении заявки на открытие счета","Проверяем, что при заполнении заявки на рекомендованный тариф, отображается сообщение об ошибке при некорректном введении почты в поле"
"broken","Sun May 28 12:27:30 GMT 2023","Sun May 28 12:30:56 GMT 2023","205553","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogMobileTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:27:30 GMT 2023","104016","","Тестовый набор сценариев для категории «Кредиты»","","testSuites.CreditTests","creditTest","Проверка совпадения параметров кредита на двух страницах","Проверяем совпадение параметров («Ежемесячный платеж» , «Ставка»  и «Сумма кредита») кредита на странице его расчета и на странице графика платежей"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:28:36 GMT 2023","169890","","Тестовый набор сценариев для категории «Telegram»","","testSuites.TelegramTests","telegramButtonMobileTest","Проверка совпадения названия Telegram канала с тестовыми данными при нажатии на иконку мессенджера","Проверяем, что при нажатии на иконку «Telegram», на открывшейся странице отображается название, совпадающее с тестовыми данными"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:29:41 GMT 2023","234671","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [1] 1","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"failed","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:36:41 GMT 2023","655287","","Тестовый набор сценариев для категории «Премиум»","","testSuites.PremiumTests","premiumPartnerMobileTest","Проверка совпадения названия компании-партнера на странице с перечнем компаний и в модальном окне [2] 2","Проверяем совпадение названия компании на странице с перечнем компаний и в модальном окне"
"broken","Sun May 28 12:25:46 GMT 2023","Sun May 28 12:28:36 GMT 2023","169854","","Тестовый набор сценариев для категории «Блог»","","testSuites.BlogTests","blogTest","Проверка параметров категории «Блог» [3] 3","Проверяем совпадение параметров (категорию, название, дату создания статьи и время чтения) статьи на странице с разными статьями и на странице выбранной статьи"
